Subframe,Index,Service_type,Handover,Packet_size,Packet_size_norm
0,0,5,1,50,0.18518518518518517
0,1,5,0,51,0.18888888888888888
0,2,1,0,40,0.14814814814814814
0,3,5,0,47,0.17407407407407408
0,4,2,0,46,0.17037037037037037
0,5,0,0,16,0.05925925925925926
0,6,3,0,19,0.07037037037037037
0,7,1,1,53,0.1962962962962963
0,8,2,1,50,0.18518518518518517
0,9,0,0,19,0.07037037037037037
0,10,2,0,64,0.23703703703703705
0,11,0,0,27,0.1
0,12,1,1,30,0.1111111111111111
0,13,4,0,53,0.1962962962962963
0,14,1,0,44,0.16296296296296298
0,15,0,0,21,0.07777777777777778
0,16,2,0,61,0.22592592592592592
0,17,1,0,39,0.14444444444444443
0,18,0,0,17,0.06296296296296296
0,19,5,0,50,0.18518518518518517
0,20,5,0,68,0.2518518518518518
0,21,1,0,64,0.23703703703703705
0,22,5,0,54,0.2
0,23,2,0,59,0.21851851851851853
0,24,0,0,20,0.07407407407407407
0,25,2,0,53,0.1962962962962963
0,26,4,0,32,0.11851851851851852
0,27,5,0,51,0.18888888888888888
0,28,5,0,100,0.37037037037037035
0,29,3,0,51,0.18888888888888888
0,30,2,0,59,0.21851851851851853
0,31,2,0,54,0.2
0,32,1,0,33,0.12222222222222222
0,33,5,0,48,0.17777777777777778
0,34,2,0,63,0.23333333333333334
0,35,1,0,58,0.21481481481481482
0,36,2,1,67,0.24814814814814815
0,37,4,0,45,0.16666666666666666
0,38,2,0,45,0.16666666666666666
0,39,1,0,36,0.13333333333333333
0,40,1,1,44,0.16296296296296298
0,41,5,0,57,0.2111111111111111
0,42,3,0,16,0.05925925925925926
0,43,4,0,32,0.11851851851851852
0,44,2,0,55,0.2037037037037037
0,45,2,0,53,0.1962962962962963
0,46,1,0,115,0.42592592592592593
0,47,0,0,23,0.08518518518518518
0,48,0,0,15,0.05555555555555555
0,49,5,0,47,0.17407407407407408
0,50,0,0,18,0.06666666666666667
0,51,1,0,64,0.23703703703703705
0,52,2,1,49,0.1814814814814815
0,53,5,1,66,0.24444444444444444
0,54,1,0,35,0.12962962962962962
0,55,0,0,20,0.07407407407407407
0,56,2,0,53,0.1962962962962963
0,57,5,0,46,0.17037037037037037
0,58,5,0,53,0.1962962962962963
0,59,4,0,53,0.1962962962962963
0,60,0,1,15,0.05555555555555555
0,61,0,0,16,0.05925925925925926
0,62,1,0,54,0.2
0,63,5,0,72,0.26666666666666666
0,64,4,0,30,0.1111111111111111
0,65,2,1,48,0.17777777777777778
0,66,5,1,79,0.29259259259259257
0,67,3,0,18,0.06666666666666667
0,68,0,0,17,0.06296296296296296
0,69,4,0,37,0.13703703703703704
0,70,1,0,36,0.13333333333333333
0,71,5,0,54,0.2
0,72,4,0,38,0.14074074074074075
0,73,0,0,21,0.07777777777777778
0,74,2,0,56,0.2074074074074074
0,75,2,0,68,0.2518518518518518
1,0,3,0,31,0.11481481481481481
1,1,3,0,30,0.1111111111111111
1,2,2,0,68,0.2518518518518518
1,3,4,0,37,0.13703703703703704
1,4,2,0,51,0.18888888888888888
1,5,2,1,93,0.34444444444444444
