Subframe,Index,Service_type,Handover,Packet_size,Packet_size_norm
0,0,0,0,15,0.05555555555555555
0,1,0,0,19,0.07037037037037037
0,2,4,0,30,0.1111111111111111
0,3,2,0,53,0.1962962962962963
0,4,1,0,45,0.16666666666666666
0,5,4,0,37,0.13703703703703704
0,6,1,0,47,0.17407407407407408
0,7,5,0,50,0.18518518518518517
0,8,2,0,120,0.4444444444444444
0,9,3,0,16,0.05925925925925926
0,10,2,1,54,0.2
0,11,1,1,33,0.12222222222222222
0,12,3,0,20,0.07407407407407407
0,13,4,1,36,0.13333333333333333
0,14,5,0,53,0.1962962962962963
0,15,5,0,90,0.3333333333333333
0,16,5,0,57,0.2111111111111111
0,17,4,0,74,0.2740740740740741
0,18,5,0,94,0.34814814814814815
0,19,5,0,77,0.2851851851851852
0,20,1,0,42,0.15555555555555556
0,21,5,0,50,0.18518518518518517
0,22,2,1,75,0.2777777777777778
0,23,4,0,39,0.14444444444444443
0,24,5,1,52,0.1925925925925926
0,25,0,0,31,0.11481481481481481
0,26,5,1,45,0.16666666666666666
0,27,0,1,15,0.05555555555555555
0,28,0,0,17,0.06296296296296296
0,29,4,0,46,0.17037037037037037
0,30,5,1,88,0.32592592592592595
0,31,3,0,15,0.05555555555555555
0,32,5,0,49,0.1814814814814815
0,33,1,0,94,0.34814814814814815
0,34,2,0,222,0.8222222222222222
0,35,2,0,50,0.18518518518518517
0,36,5,0,73,0.27037037037037037
0,37,2,1,73,0.27037037037037037
0,38,0,0,15,0.05555555555555555
0,39,2,0,81,0.3
0,40,4,1,85,0.3148148148148148
0,41,0,0,27,0.1
0,42,2,0,56,0.2074074074074074
0,43,2,1,47,0.17407407407407408
0,44,3,1,23,0.08518518518518518
0,45,5,0,75,0.2777777777777778
0,46,0,0,21,0.07777777777777778
0,47,4,1,73,0.27037037037037037
0,48,4,0,39,0.14444444444444443
0,49,2,0,59,0.21851851851851853
0,50,2,1,56,0.2074074074074074
0,51,2,1,53,0.1962962962962963
0,52,0,0,15,0.05555555555555555
0,53,2,0,75,0.2777777777777778
