Subframe,Index,Service_type,Handover,Packet_size,Packet_size_norm
0,0,3,0,17,0.06296296296296296
0,1,1,1,171,0.6333333333333333
0,2,2,0,45,0.16666666666666666
0,3,5,1,61,0.22592592592592592
0,4,1,1,38,0.14074074074074075
0,5,1,0,66,0.24444444444444444
0,6,3,0,17,0.06296296296296296
0,7,1,0,53,0.1962962962962963
0,8,1,1,59,0.21851851851851853
0,9,1,0,31,0.11481481481481481
0,10,3,0,43,0.15925925925925927
0,11,0,0,21,0.07777777777777778
0,12,5,1,59,0.21851851851851853
0,13,1,1,65,0.24074074074074073
0,14,4,0,43,0.15925925925925927
0,15,2,0,50,0.18518518518518517
0,16,5,0,48,0.17777777777777778
0,17,4,0,37,0.13703703703703704
0,18,3,0,15,0.05555555555555555
0,19,0,0,26,0.0962962962962963
0,20,4,0,67,0.24814814814814815
0,21,1,0,105,0.3888888888888889
0,22,3,0,39,0.14444444444444443
0,23,1,0,46,0.17037037037037037
0,24,0,0,46,0.17037037037037037
0,25,0,0,26,0.0962962962962963
0,26,4,0,34,0.1259259259259259
0,27,2,0,133,0.4925925925925926
0,28,4,0,65,0.24074074074074073
0,29,2,0,56,0.2074074074074074
0,30,4,1,37,0.13703703703703704
0,31,1,0,45,0.16666666666666666
0,32,5,0,56,0.2074074074074074
0,33,2,0,126,0.4666666666666667
0,34,5,1,47,0.17407407407407408
0,35,1,0,37,0.13703703703703704
0,36,3,0,33,0.12222222222222222
0,37,1,0,32,0.11851851851851852
0,38,5,1,176,0.6518518518518519
0,39,5,0,58,0.21481481481481482
0,40,1,0,32,0.11851851851851852
0,41,1,0,41,0.15185185185185185
0,42,1,0,53,0.1962962962962963
0,43,5,0,270,1.0
0,44,5,1,60,0.2222222222222222
0,45,2,0,87,0.32222222222222224
0,46,3,0,23,0.08518518518518518
0,47,0,1,16,0.05925925925925926
0,48,2,1,53,0.1962962962962963
0,49,1,0,65,0.24074074074074073
0,50,2,1,113,0.4185185185185185
0,51,1,1,38,0.14074074074074075
0,52,0,0,18,0.06666666666666667
0,53,0,0,25,0.09259259259259259
0,54,0,0,19,0.07037037037037037
0,55,2,0,86,0.31851851851851853
0,56,5,0,53,0.1962962962962963
0,57,1,0,47,0.17407407407407408
0,58,0,1,16,0.05925925925925926
0,59,4,1,41,0.15185185185185185
0,60,5,0,135,0.5
0,61,1,1,39,0.14444444444444443
0,62,4,0,39,0.14444444444444443
0,63,3,0,33,0.12222222222222222
0,64,3,0,21,0.07777777777777778
0,65,4,0,39,0.14444444444444443
0,66,5,1,106,0.3925925925925926
0,67,1,0,45,0.16666666666666666
0,68,5,0,92,0.34074074074074073
0,69,5,0,100,0.37037037037037035
0,70,5,1,70,0.25925925925925924
0,71,2,0,56,0.2074074074074074
0,72,1,0,33,0.12222222222222222
0,73,3,0,39,0.14444444444444443
0,74,5,0,52,0.1925925925925926
0,75,0,0,36,0.13333333333333333
0,76,2,0,58,0.21481481481481482
0,77,5,0,207,0.7666666666666667
0,78,0,0,20,0.07407407407407407
0,79,4,0,45,0.16666666666666666
0,80,1,1,31,0.11481481481481481
0,81,5,0,65,0.24074074074074073
0,82,1,1,46,0.17037037037037037
