Subframe,Index,Service_type,Handover,Packet_size,Packet_size_norm
0,0,3,0,46,0.17037037037037037
0,1,0,0,16,0.05925925925925926
0,2,4,0,47,0.17407407407407408
0,3,2,0,76,0.2814814814814815
0,4,5,1,79,0.29259259259259257
0,5,5,0,58,0.21481481481481482
0,6,4,1,61,0.22592592592592592
0,7,2,1,55,0.2037037037037037
0,8,2,0,61,0.22592592592592592
0,9,0,0,15,0.05555555555555555
0,10,1,0,34,0.1259259259259259
0,11,5,0,48,0.17777777777777778
0,12,4,0,40,0.14814814814814814
0,13,4,1,44,0.16296296296296298
0,14,5,0,93,0.34444444444444444
0,15,2,0,58,0.21481481481481482
0,16,4,0,50,0.18518518518518517
0,17,1,0,31,0.11481481481481481
0,18,0,0,15,0.05555555555555555
0,19,1,0,36,0.13333333333333333
0,20,5,1,64,0.23703703703703705
0,21,3,0,21,0.07777777777777778
0,22,4,0,31,0.11481481481481481
0,23,2,0,151,0.5592592592592592
0,24,4,0,39,0.14444444444444443
0,25,4,0,30,0.1111111111111111
0,26,2,0,73,0.27037037037037037
0,27,2,0,86,0.31851851851851853
0,28,2,0,54,0.2
0,29,5,1,65,0.24074074074074073
0,30,5,0,61,0.22592592592592592
0,31,0,1,17,0.06296296296296296
0,32,0,1,32,0.11851851851851852
0,33,5,0,45,0.16666666666666666
0,34,1,1,32,0.11851851851851852
0,35,1,0,72,0.26666666666666666
0,36,5,0,51,0.18888888888888888
0,37,3,0,156,0.5777777777777777
0,38,2,0,83,0.3074074074074074
0,39,3,0,18,0.06666666666666667
0,40,0,1,39,0.14444444444444443
0,41,1,0,31,0.11481481481481481
0,42,4,1,32,0.11851851851851852
0,43,4,1,35,0.12962962962962962
0,44,0,0,16,0.05925925925925926
0,45,4,0,32,0.11851851851851852
0,46,3,0,48,0.17777777777777778
0,47,3,1,75,0.2777777777777778
0,48,3,0,51,0.18888888888888888
0,49,5,1,74,0.2740740740740741
0,50,2,0,94,0.34814814814814815
0,51,2,0,66,0.24444444444444444
0,52,4,1,35,0.12962962962962962
0,53,2,0,80,0.2962962962962963
0,54,0,0,17,0.06296296296296296
0,55,1,0,59,0.21851851851851853
0,56,3,1,19,0.07037037037037037
0,57,5,0,90,0.3333333333333333
0,58,3,0,35,0.12962962962962962
0,59,1,0,157,0.5814814814814815
0,60,0,0,17,0.06296296296296296
0,61,2,0,46,0.17037037037037037
0,62,3,1,15,0.05555555555555555
0,63,1,0,33,0.12222222222222222
0,64,3,0,16,0.05925925925925926
0,65,2,1,55,0.2037037037037037
0,66,2,0,90,0.3333333333333333
0,67,1,0,39,0.14444444444444443
0,68,0,0,16,0.05925925925925926
0,69,4,0,68,0.2518518518518518
0,70,5,0,58,0.21481481481481482
0,71,4,0,53,0.1962962962962963
0,72,3,0,21,0.07777777777777778
0,73,5,0,52,0.1925925925925926
0,74,2,0,75,0.2777777777777778
0,75,5,1,64,0.23703703703703705
0,76,2,0,54,0.2
0,77,5,1,98,0.362962962962963
0,78,5,1,45,0.16666666666666666
0,79,0,0,26,0.0962962962962963
0,80,2,0,52,0.1925925925925926
0,81,3,1,20,0.07407407407407407
0,82,3,0,28,0.1037037037037037
0,83,0,0,18,0.06666666666666667
0,84,1,0,33,0.12222222222222222
0,85,4,0,72,0.26666666666666666
0,86,4,0,43,0.15925925925925927
0,87,1,0,40,0.14814814814814814
0,88,1,0,33,0.12222222222222222
0,89,2,0,96,0.35555555555555557
0,90,0,0,20,0.07407407407407407
0,91,5,1,57,0.2111111111111111
0,92,5,0,102,0.37777777777777777
0,93,3,0,17,0.06296296296296296
0,94,1,0,39,0.14444444444444443
0,95,4,0,33,0.12222222222222222
0,96,3,0,32,0.11851851851851852
0,97,2,0,55,0.2037037037037037
0,98,3,1,22,0.08148148148148149
0,99,1,1,57,0.2111111111111111
0,100,5,0,109,0.40370370370370373
0,101,3,0,15,0.05555555555555555
0,102,3,0,20,0.07407407407407407
0,103,5,0,67,0.24814814814814815
0,104,4,0,48,0.17777777777777778
0,105,4,0,46,0.17037037037037037
0,106,4,0,47,0.17407407407407408
0,107,2,0,51,0.18888888888888888
0,108,0,1,24,0.08888888888888889
0,109,0,0,17,0.06296296296296296
0,110,3,0,20,0.07407407407407407
0,111,5,0,48,0.17777777777777778
0,112,4,1,36,0.13333333333333333
0,113,4,1,37,0.13703703703703704
0,114,5,0,45,0.16666666666666666
0,115,0,0,25,0.09259259259259259
0,116,0,0,18,0.06666666666666667
0,117,3,0,54,0.2
0,118,2,0,46,0.17037037037037037
0,119,1,1,32,0.11851851851851852
0,120,2,0,78,0.28888888888888886
0,121,3,0,18,0.06666666666666667
0,122,1,0,32,0.11851851851851852
0,123,2,0,46,0.17037037037037037
0,124,0,0,26,0.0962962962962963
0,125,1,0,43,0.15925925925925927
0,126,5,0,98,0.362962962962963
0,127,4,1,33,0.12222222222222222
0,128,5,1,50,0.18518518518518517
0,129,0,0,30,0.1111111111111111
0,130,1,0,51,0.18888888888888888
0,131,0,0,24,0.08888888888888889
0,132,1,0,34,0.1259259259259259
0,133,5,0,151,0.5592592592592592
0,134,1,1,35,0.12962962962962962
0,135,1,0,39,0.14444444444444443
0,136,2,0,72,0.26666666666666666
0,137,4,0,55,0.2037037037037037
0,138,3,0,17,0.06296296296296296
0,139,0,0,28,0.1037037037037037
0,140,4,0,65,0.24074074074074073
0,141,4,1,57,0.2111111111111111
0,142,0,0,15,0.05555555555555555
0,143,4,0,33,0.12222222222222222
0,144,3,0,17,0.06296296296296296
0,145,1,0,41,0.15185185185185185
0,146,4,0,31,0.11481481481481481
0,147,5,0,45,0.16666666666666666
0,148,0,0,19,0.07037037037037037
0,149,4,0,49,0.1814814814814815
0,150,0,0,19,0.07037037037037037
1,0,3,0,42,0.15555555555555556
1,1,4,0,43,0.15925925925925927
1,2,1,0,51,0.18888888888888888
1,3,0,0,20,0.07407407407407407
1,4,1,0,41,0.15185185185185185
1,5,2,0,138,0.5111111111111111
1,6,4,1,31,0.11481481481481481
1,7,2,1,201,0.7444444444444445
1,8,0,0,16,0.05925925925925926
1,9,5,0,47,0.17407407407407408
1,10,0,0,16,0.05925925925925926
1,11,3,0,15,0.05555555555555555
1,12,1,0,31,0.11481481481481481
1,13,5,0,68,0.2518518518518518
1,14,3,0,20,0.07407407407407407
1,15,3,0,16,0.05925925925925926
1,16,1,0,55,0.2037037037037037
1,17,4,1,35,0.12962962962962962
1,18,1,1,54,0.2
1,19,5,0,51,0.18888888888888888
1,20,2,1,55,0.2037037037037037
1,21,2,1,170,0.6296296296296297
1,22,2,1,47,0.17407407407407408
1,23,4,0,41,0.15185185185185185
