Subframe,Index,Service_type,Handover,Packet_size,Packet_size_norm
0,0,0,0,17,0.06296296296296296
0,1,2,0,141,0.5222222222222223
0,2,2,0,115,0.42592592592592593
0,3,1,0,37,0.13703703703703704
0,4,3,0,24,0.08888888888888889
0,5,0,0,15,0.05555555555555555
0,6,0,1,16,0.05925925925925926
0,7,0,1,36,0.13333333333333333
0,8,2,0,110,0.4074074074074074
0,9,5,0,84,0.3111111111111111
0,10,5,0,65,0.24074074074074073
0,11,3,0,15,0.05555555555555555
0,12,5,0,181,0.6703703703703704
0,13,5,0,57,0.2111111111111111
0,14,3,0,15,0.05555555555555555
0,15,5,0,45,0.16666666666666666
0,16,5,0,80,0.2962962962962963
0,17,1,0,33,0.12222222222222222
0,18,1,0,33,0.12222222222222222
0,19,5,0,78,0.28888888888888886
0,20,4,1,47,0.17407407407407408
0,21,3,1,20,0.07407407407407407
0,22,2,0,56,0.2074074074074074
0,23,2,0,72,0.26666666666666666
0,24,2,1,65,0.24074074074074073
0,25,2,0,56,0.2074074074074074
0,26,2,0,93,0.34444444444444444
0,27,2,0,46,0.17037037037037037
0,28,5,0,127,0.4703703703703704
0,29,2,0,52,0.1925925925925926
0,30,5,0,88,0.32592592592592595
0,31,1,0,36,0.13333333333333333
0,32,0,0,18,0.06666666666666667
0,33,3,0,26,0.0962962962962963
0,34,3,0,30,0.1111111111111111
0,35,3,0,21,0.07777777777777778
0,36,1,0,32,0.11851851851851852
0,37,0,0,61,0.22592592592592592
0,38,2,0,63,0.23333333333333334
0,39,3,1,31,0.11481481481481481
0,40,3,0,20,0.07407407407407407
0,41,0,0,23,0.08518518518518518
0,42,3,0,17,0.06296296296296296
0,43,1,0,48,0.17777777777777778
0,44,1,1,33,0.12222222222222222
0,45,1,0,61,0.22592592592592592
0,46,0,0,16,0.05925925925925926
0,47,4,0,32,0.11851851851851852
0,48,5,0,58,0.21481481481481482
0,49,0,1,61,0.22592592592592592
0,50,4,0,42,0.15555555555555556
0,51,4,0,35,0.12962962962962962
0,52,0,0,16,0.05925925925925926
0,53,5,0,71,0.26296296296296295
0,54,4,1,38,0.14074074074074075
0,55,3,0,20,0.07407407407407407
0,56,2,0,53,0.1962962962962963
0,57,5,0,95,0.35185185185185186
0,58,2,0,57,0.2111111111111111
0,59,5,0,45,0.16666666666666666
0,60,4,1,57,0.2111111111111111
0,61,1,0,31,0.11481481481481481
0,62,0,0,22,0.08148148148148149
0,63,3,0,20,0.07407407407407407
0,64,1,1,65,0.24074074074074073
0,65,4,0,75,0.2777777777777778
0,66,3,0,39,0.14444444444444443
0,67,2,1,47,0.17407407407407408
0,68,2,0,95,0.35185185185185186
0,69,0,1,31,0.11481481481481481
0,70,1,0,35,0.12962962962962962
0,71,3,0,20,0.07407407407407407
